input_domain,naics_domain,flag_conference,flag_alexa,flag_yahoo,ecid,ind,ind_score,naics_2,naics_2_desc,naics_4,naics_4_desc,naics_6,naics_6_desc,naics_6_score,jj_corrections
ibigroup.com,ibigroup.com,null,null,1,1074176024,Architecture & Planning,0.909062445,54,"Professional, Scientific, and Technical Services",5413,"Architectural, Engineering, and Related Services",541330,Engineering Services,0.7441535,
valvoline.com,valvoline.com,null,null,1,1077962001,Automotive,0.77031827,81,Other Services (except Public Administration),8111,Automotive Repair and Maintenance,811191,Automotive Oil Change and Lubrication Shops,0.74410516,
aticomining.com,aticomining.com,null,null,1,1076747456,Mining & Metals,0.998771608,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.74409014,
hudbayminerals.com,hudbayminerals.com,null,null,1,1076082122,Mining & Metals,0.997313917,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.744010449,
allegiancebank.com,allegiancebank.com,null,null,1,1076682786,Financial Services,0.940978527,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking,0.743775308,
coresource.com,coresource.com,1,null,null,1075667463,Insurance,0.931240797,52,Finance and Insurance,5242,"Agencies, Brokerages, and Other Insurance Related Activities",524292,Third Party Administration of Insurance and Pension Funds,0.743767798,
laredopetro.com,laredopetro.com,null,null,1,1076990531,Oil & Energy,0.987819076,21,"Mining, Quarrying, and Oil and Gas Extraction",2111,Oil and Gas Extraction,211120,Crude Petroleum Extraction,0.743656874,
santanderconsumerusa.com,santanderconsumerusa.com,null,null,1,1076533668,Financial Services,0.930993915,52,Finance and Insurance,5222,Nondepository Credit Intermediation,522291,Consumer Lending,0.743202746,
pfbcorp.com,pfbcorp.com,null,null,1,1074951526,Building Materials,0.700176835,42,Wholesale Trade,4233,Lumber and Other Construction Materials Merchant Wholesalers,423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers",0.742827058,
nhccare.com,nhccare.com,null,null,1,1077185191,Hospital & Health Care,0.88428402,62,Health Care and Social Assistance,6231,Nursing Care Facilities (Skilled Nursing Facilities),623110,Nursing Care Facilities (Skilled Nursing Facilities),0.742602348,
foresight.com,foresight.com,null,null,1,1075565892,Mining & Metals,0.921195984,21,"Mining, Quarrying, and Oil and Gas Extraction",2121,Coal Mining,212111,Bituminous Coal and Lignite Surface Mining,0.742560089,
ur-energy.com,ur-energy.com,null,null,1,1075398649,Mining & Metals,0.996371985,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212291,Uranium-Radium-Vanadium Ore Mining,0.742412925,
oroperu.com,oroperu.com,null,null,1,1074791766,Mining & Metals,0.988984287,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.742161572,
homelandresources.com,homelandresources.com,null,null,1,1075840661,Oil & Energy,0.947966456,21,"Mining, Quarrying, and Oil and Gas Extraction",2111,Oil and Gas Extraction,211120,Crude Petroleum Extraction,0.741979301,
hyatt.com,hyatt.com,null,null,1,1073960288,Hospitality,0.988563657,72,Accommodation and Food Services,7211,Traveler Accommodation,721110,Hotels (except Casino Hotels) and Motels,0.741478324,
calwatergroup.com,calwatergroup.com,null,null,1,1079542906,Utilities,0.988179445,22,Utilities,2213,"Water, Sewage and Other Systems",221310,Water Supply and Irrigation Systems,0.741424084,
aquestabank.com,aquestabank.com,null,null,1,1087376977,Financial Services,0.991326392,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking,0.741410315,
bankofdelmarvahb.com,bankofdelmarvahb.com,null,null,1,1100978856,Financial Services,0.973884225,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking,0.741372287,
biotimeinc.com,biotimeinc.com,null,null,1,1074595320,Biotechnology,0.992235482,54,"Professional, Scientific, and Technical Services",5417,Scientific Research and Development Services,541714,Research and Development in Biotechnology (except Nanobiotechnology),0.741168022,
sugarmade.com,sugarmade.com,null,null,1,1074011814,Paper & Forest Products,0.859264016,42,Wholesale Trade,4241,Paper and Paper Product Merchant Wholesalers,424110,Printing and Writing Paper Merchant Wholesalers,0.741091907,
whitetigergold.com,whitetigergold.com,null,null,1,1074655614,Mining & Metals,0.99509263,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.741081119,
lepantomining.com,lepantomining.com,null,null,1,1079822139,Mining & Metals,0.993924439,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.740949273,
nike.com,nike.com,null,1,1,1074088151,Sporting Goods,0.652192891,42,Wholesale Trade,4243,"Apparel, Piece Goods, and Notions Merchant Wholesalers",424340,Footwear Merchant Wholesalers,0.74091959,
ifeng.com,ifeng.com,null,1,1,1079736140,Media and Entertainment,0.533491075,51,Information,5191,Other Information Services,519130,Internet Publishing and Broadcasting and Web Search Portals,0.740890861,
firstcitizens.com,firstcitizens.com,null,null,1,1075301166,Financial Services,0.99756974,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking,0.740834296,
cdicorp.com,cdicorp.com,null,null,1,1074186154,Information Technology and Services,0.415112764,56,Administrative and Support and Waste Management and Remediation Services,5613,Employment Services,561320,Temporary Help Services,0.740663588,
mirasolresources.com,mirasolresources.com,null,null,1,1075384196,Mining & Metals,0.997150958,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.740635634,
fidelity.com,fidelity.com,null,1,null,1073880293,Financial Services,0.998008072,52,Finance and Insurance,5231,Securities and Commodity Contracts Intermediation and Brokerage,523120,Securities Brokerage,0.740422607,
sanchezenergycorp.com,sanchezenergycorp.com,null,null,1,1077546696,Oil & Energy,0.985149145,21,"Mining, Quarrying, and Oil and Gas Extraction",2111,Oil and Gas Extraction,211120,Crude Petroleum Extraction,0.740388215,
firstbankpr.com,firstbankpr.com,null,null,1,1074509750,Financial Services,0.982359767,52,Finance and Insurance,5221,Depository Credit Intermediation,522120,Savings Institutions,0.74032259,
primemeridianbank.com,primemeridianbank.com,null,null,1,1076252604,Financial Services,0.995200157,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking,0.740094841,
cardno.com,cardno.com,null,null,1,1079048662,Environmental Services,0.482576221,54,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",541620,Environmental Consulting Services,0.739999175,
timeinc.com,timeinc.com,null,null,1,1076842760,Publishing,0.96486789,51,Information,5111,"Newspaper, Periodical, Book, and Directory Publishers",511120,Periodical Publishers,0.739771128,
ensurgegold.com,ensurgegold.com,null,null,1,1075199305,Mining & Metals,0.991261601,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.739494979,
mvbbanking.com,mvbbanking.com,null,null,1,1075290885,Financial Services,0.993846715,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking,0.739448845,
cityholding.com,cityholding.com,null,null,1,1080456136,Financial Services,0.982512236,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking,0.738926411,
comstockmining.com,comstockmining.com,null,null,1,1076979217,Mining & Metals,0.995705307,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.738918006,
wattswater.com,wattswater.com,null,null,1,1080410693,Building Materials,0.721843481,42,Wholesale Trade,4237,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,0.738591731,
petronenergyii.com,petronenergyii.com,null,null,1,1077442931,Oil & Energy,0.957017541,21,"Mining, Quarrying, and Oil and Gas Extraction",2111,Oil and Gas Extraction,211120,Crude Petroleum Extraction,0.738537908,
gulfslope.com,gulfslope.com,null,null,1,1074327994,Oil & Energy,0.975595713,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213112,Support Activities for Oil and Gas Operations,0.738463879,
dyntek.com,dyntek.com,null,null,1,1075800784,Information Technology and Services,0.965733647,54,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,541512,Computer Systems Design Services,0.738460898,
alliancebanknc.com,alliancebanknc.com,null,null,1,1076700434,Financial Services,0.99732697,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking,0.738413394,
paymentdata.com,paymentdata.com,null,null,1,1076846807,Financial Services,0.954243839,52,Finance and Insurance,5223,Activities Related to Credit Intermediation,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",0.738370895,
diamcormining.com,diamcormining.com,null,null,1,1075592481,Mining & Metals,0.9977054,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.73825103,
unitibank.com,unitibank.com,null,null,1,1076345431,Financial Services,0.973151326,52,Finance and Insurance,5221,Depository Credit Intermediation,522120,Savings Institutions,0.738066137,
areteindustries.com,areteindustries.com,null,null,1,1073934938,Oil & Energy,0.957572401,21,"Mining, Quarrying, and Oil and Gas Extraction",2111,Oil and Gas Extraction,211120,Crude Petroleum Extraction,0.73805213,
goldenpredator.com,goldenpredator.com,null,null,1,1077307769,Mining & Metals,0.992999554,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.737912238,
agrieurocorp.com,agrieurocorp.com,null,null,1,1098972271,Hospitality,0.624322414,11,"Agriculture, Forestry, Fishing and Hunting",1125,Aquaculture,112511,Finfish Farming and Fish Hatcheries,0.737471104,
nexeosolutions.com,nexeosolutions.com,null,null,1,1076510308,Chemicals,0.881445944,42,Wholesale Trade,4246,Chemical and Allied Products Merchant Wholesalers,424690,Other Chemical and Allied Products Merchant Wholesalers,0.737277448,
cryo-cell.com,cryo-cell.com,null,null,1,1073929092,Biotechnology,0.950255573,62,Health Care and Social Assistance,6219,Other Ambulatory Health Care Services,621991,Blood and Organ Banks,0.737231374,
bravadagold.com,bravadagold.com,null,null,1,1075310345,Mining & Metals,0.998423934,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.736934662,
thunder-energies.com,thunder-energies.com,null,null,1,1081256533,Research,0.915551603,54,"Professional, Scientific, and Technical Services",5417,Scientific Research and Development Services,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",0.736854255,
com1stbankid.com,com1stbankid.com,null,null,1,1081056999,Financial Services,0.987739503,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking,0.736625612,
bankfinancial.com,bankfinancial.com,null,null,1,1077172713,Financial Services,0.976663172,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking,0.736406982,
goldenminerals.com,goldenminerals.com,null,null,1,1075374834,Mining & Metals,0.993847907,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.736169279,
geologix.ca,geologix.ca,null,null,1,1076958146,Mining & Metals,0.998408139,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.736005306,
alleghany.com,alleghany.com,null,null,1,1077280858,Insurance,0.905742466,52,Finance and Insurance,5241,Insurance Carriers,524126,Direct Property and Casualty Insurance Carriers,0.735909045,
carrollcobank.com,carrollcobank.com,null,null,1,1076410924,Financial Services,0.991981268,52,Finance and Insurance,5221,Depository Credit Intermediation,522120,Savings Institutions,0.735825121,
fairmountsantrol.com,fairmountsantrol.com,null,null,1,1081022493,Mining & Metals,0.891110599,21,"Mining, Quarrying, and Oil and Gas Extraction",2123,Nonmetallic Mineral Mining and Quarrying,212322,Industrial Sand Mining,0.735744119,
northerntrust.com,northerntrust.com,null,null,1,1074661729,Financial Services,0.997793913,52,Finance and Insurance,5259,Other Investment Pools and Funds,525910,Open-End Investment Funds,0.735454619,
bankpilgrim.com,bankpilgrim.com,null,null,1,1075048106,Financial Services,0.993592441,52,Finance and Insurance,5221,Depository Credit Intermediation,522120,Savings Institutions,0.735451043,
wherever.tv,wherever.tv,null,null,1,1079237117,Media and Entertainment,0.671025693,51,Information,5152,Cable and Other Subscription Programming,515210,Cable and Other Subscription Programming,0.735117197,
terrafina.mx,terrafina.mx,null,null,1,1081123441,Real Estate,0.714737415,92,Public Administration,9211,"Executive, Legislative, and Other General Government Support",921110,Executive Offices,0.735001981,
technicolor.com,technicolor.com,null,null,1,1080195020,Media and Entertainment,0.886463523,51,Information,5121,Motion Picture and Video Industries,512191,Teleproduction and Other Postproduction Services,0.734840214,
omnicomgroup.com,omnicomgroup.com,null,null,1,1077278046,Marketing and Advertising,0.988125801,54,"Professional, Scientific, and Technical Services",5418,"Advertising, Public Relations, and Related Services",541810,Advertising Agencies,0.734750629,
parsleyenergy.com,parsleyenergy.com,null,null,1,1075622747,Oil & Energy,0.984045506,21,"Mining, Quarrying, and Oil and Gas Extraction",2111,Oil and Gas Extraction,211120,Crude Petroleum Extraction,0.734727919,
iongeo.com,iongeo.com,null,null,1,1077457663,Oil & Energy,0.997820616,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213112,Support Activities for Oil and Gas Operations,0.734410048,
firstmid.com,firstmid.com,null,null,1,1074339747,Financial Services,0.9786551,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking,0.734362364,
rathdowneyresources.com,rathdowneyresources.com,null,null,1,1075887807,Mining & Metals,0.993765712,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.734131336,
wtoffshore.com,wtoffshore.com,null,null,1,1080410056,Oil & Energy,0.924610674,21,"Mining, Quarrying, and Oil and Gas Extraction",2111,Oil and Gas Extraction,211120,Crude Petroleum Extraction,0.733981133,
atlantia.it,atlantia.it,null,null,1,1097718788,Transportation/Trucking/Railroad,0.964125693,54,"Professional, Scientific, and Technical Services",5416,"Management, Scientific, and Technical Consulting Services",541614,"Process, Physical Distribution, and Logistics Consulting Services",0.733757794,
